颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,疲劳等级
14,38,100,61,44,46,9,25,10,13,2
52,13,0,42,13,39,11,29,1,97,1
60,61,11,86,3,57,24,18,22,6,2
37,14,180,67,60,32,2,50,2,152,2
36,43,79,109,154,31,13,19,1,210,2
45,50,129,58,109,56,17,40,6,52,2
42,21,100,27,88,15,1,9,1,173,2
34,35,145,31,142,5,11,4,1,258,2
28,12,91,32,22,60,2,48,1,114,1
24,57,97,29,177,29,11,48,2,123,2
17,11,26,55,173,43,10,10,1,195,2
5,34,118,22,5,19,23,15,2,145,2
60,48,0,6,31,46,30,60,1,115,2
53,9,175,0,70,30,0,55,1,278,2
13,70,158,33,54,9,6,5,2,144,2
52,25,128,66,105,11,3,12,1,174,2
1,14,23,73,0,56,29,26,1,209,2
45,82,23,26,129,38,14,29,1,252,2
34,22,106,23,24,20,26,47,1,80,1
43,80,161,14,104,5,23,10,6,37,2
28,20,117,59,66,59,11,48,2,152,2
25,50,107,24,161,41,6,26,2,122,2
44,35,30,18,73,17,27,12,2,97,2
21,27,71,18,67,50,6,5,1,164,2
23,40,8,77,111,57,14,46,2,121,2
31,72,138,96,23,56,9,14,2,129,2
58,25,165,20,176,7,13,52,1,184,2
43,36,157,40,69,51,13,38,1,166,2
4,52,117,111,15,51,26,36,4,65,2
35,8,170,41,0,30,8,56,2,126,2
35,16,140,5,25,32,12,13,1,37,1
43,15,166,83,40,40,22,4,4,60,2
14,34,97,53,10,39,17,47,1,142,2
28,22,82,45,78,19,11,42,1,66,0
5,62,0,114,123,31,13,7,2,154,2
34,17,180,29,80,0,0,48,53,5,2
43,81,69,35,120,29,29,21,1,222,2
23,5,87,0,32,4,22,52,1,267,2
60,20,120,51,122,33,15,21,1,256,2
59,16,142,75,180,40,4,59,7,22,2
20,27,180,33,180,16,20,51,2,129,2
46,11,173,65,67,37,2,52,2,123,2
44,73,61,70,69,36,23,18,1,278,2
52,75,59,120,129,60,10,30,2,103,2
37,84,61,109,9,14,0,34,1,225,2
26,36,0,27,25,22,28,23,1,214,2
38,16,65,39,180,18,26,55,8,15,1
30,27,133,117,4,47,25,57,1,216,2
16,8,1,35,89,29,17,55,21,13,2
48,44,119,80,140,59,3,32,4,8,1
50,87,23,68,59,43,17,17,11,27,2
49,31,79,98,37,9,11,6,1,260,2
14,21,90,120,114,39,28,48,2,125,2
31,63,111,42,70,28,2,9,1,138,2
34,67,131,85,13,60,8,34,1,263,2
21,74,111,36,65,50,8,7,1,98,1
29,78,121,28,165,41,4,22,3,100,2
1,81,83,80,120,49,15,8,1,124,2
57,17,114,104,9,27,21,48,1,130,2
24,74,109,57,81,30,1,20,1,267,2
7,25,132,60,16,25,27,34,1,186,2
31,90,48,6,80,41,2,6,1,244,2
40,77,55,99,89,30,18,3,1,296,2
19,75,67,113,125,47,3,26,1,278,2
26,83,42,65,167,39,12,29,2,84,2
53,24,20,42,105,59,6,56,1,274,2
32,41,34,0,62,29,6,11,1,218,2
40,18,35,102,109,56,29,18,3,96,2
51,82,112,5,151,1,27,19,4,80,2
52,26,66,5,30,10,12,31,1,238,2
32,10,57,21,36,52,29,20,1,274,2
1,61,59,71,4,29,18,0,3,43,2
31,5,158,120,106,49,5,15,1,258,2
50,22,123,80,158,44,25,54,6,35,2
46,0,130,37,71,43,30,11,6,34,2
15,36,76,81,108,0,11,54,2,21,0
29,88,87,80,142,33,25,60,1,157,2
32,58,106,85,43,4,2,3,2,97,2
55,80,145,94,145,15,16,30,1,267,2
57,89,5,115,98,20,30,0,2,172,2
30,81,80,0,67,22,18,22,2,126,2
28,35,87,32,127,53,28,0,1,186,2
45,10,169,24,15,25,3,56,1,174,2
31,61,92,55,131,15,10,6,1,213,2
37,27,24,116,38,47,20,40,2,140,2
59,76,119,17,0,57,16,13,2,101,2
1,31,44,30,44,52,3,12,3,53,2
7,24,176,4,97,29,4,16,1,155,2
7,11,121,53,171,27,3,29,1,207,2
20,75,93,109,36,16,28,42,32,6,2
25,2,149,98,46,14,6,29,1,170,2
52,34,0,72,86,60,18,36,6,24,2
23,77,44,31,21,27,17,41,1,244,2
30,69,93,8,29,18,11,23,1,182,2
1,15,65,116,147,46,20,17,2,139,2
46,0,125,90,179,25,28,56,1,234,2
59,0,5,65,175,26,7,49,1,187,2
48,78,134,31,20,7,18,53,1,296,2
16,85,136,117,2,56,29,59,11,14,2
40,52,95,109,147,36,28,51,1,209,2
52,58,160,86,10,0,21,21,7,11,1
16,56,46,119,26,27,3,39,2,95,2
47,74,21,44,58,41,23,43,9,24,2
46,17,119,104,165,18,10,5,1,145,2
29,2,9,113,147,4,8,22,1,206,1
60,88,90,90,130,35,4,60,14,16,2
53,52,39,115,106,57,0,0,2,146,2
4,28,44,10,157,53,28,53,1,299,2
45,68,101,1,73,15,19,32,3,75,2
37,50,73,12,28,31,12,18,1,248,2
11,78,21,17,173,56,23,41,5,50,2
30,51,53,107,180,51,6,36,2,79,2
48,40,0,109,16,37,25,8,1,282,2
39,8,70,39,145,32,3,46,1,244,2
4,9,53,90,65,29,27,5,1,32,0
31,0,56,58,150,19,16,14,3,73,1
19,50,65,32,13,15,12,37,3,57,2
41,75,101,26,103,13,25,7,1,213,2
57,29,31,76,145,18,20,35,1,230,2
19,64,30,2,0,49,26,39,1,210,2
56,74,97,22,134,14,2,52,3,96,2
34,42,170,10,68,6,29,54,1,153,2
57,86,68,104,116,29,23,28,1,151,2
57,64,82,114,172,22,19,24,2,119,2
55,75,180,38,50,11,6,60,1,217,2
32,67,154,119,166,27,8,16,1,235,2
5,41,91,0,54,15,27,21,3,39,1
24,59,158,66,137,24,27,44,1,79,1
16,10,95,55,24,37,16,28,1,145,2
0,56,129,0,128,27,22,25,3,92,2
20,44,1,72,172,54,24,31,1,294,2
16,49,45,30,110,60,28,45,1,211,2
1,46,166,119,158,46,15,6,1,135,2
30,46,28,9,157,51,16,10,1,211,2
33,41,162,110,74,8,29,20,1,241,2
24,15,36,48,95,9,5,47,1,162,2
7,47,112,93,97,40,19,54,48,4,2
17,73,175,39,116,57,25,47,1,235,2
1,14,90,4,77,55,8,60,10,24,2
42,90,119,26,180,3,11,34,1,199,2
25,10,142,29,51,51,7,59,7,15,1
32,49,2,43,50,5,17,16,1,248,2
50,41,5,4,80,47,9,9,3,70,2
45,46,30,82,48,60,15,39,4,68,2
54,85,45,71,12,16,10,36,3,94,2
59,43,135,118,11,28,5,54,2,95,2
46,79,41,94,150,44,25,49,1,273,2
28,0,101,21,135,26,5,24,1,210,2
51,37,123,78,176,36,2,43,3,49,2
3,89,51,109,151,40,15,19,5,45,2
7,73,156,69,60,43,9,52,1,126,2
20,34,118,44,46,10,11,55,1,216,2
32,58,92,80,18,43,24,14,1,89,1
0,90,153,18,117,31,17,13,1,256,2
12,0,91,5,143,5,21,38,1,257,2
12,54,141,32,31,24,30,12,2,128,2
11,48,176,61,42,44,6,55,1,51,1
48,44,147,33,140,21,17,52,1,113,1
51,78,164,64,2,40,26,10,2,156,2
25,85,96,56,161,14,10,42,2,76,2
22,45,146,94,148,15,22,2,1,241,2
48,21,160,65,21,3,1,51,1,267,2
35,45,176,116,81,57,10,53,1,285,2
1,63,85,0,83,39,4,58,3,70,2
7,13,177,33,125,7,6,55,4,60,2
30,7,46,120,17,16,24,45,1,247,2
36,88,87,44,53,15,25,28,2,181,2
4,50,171,101,156,26,22,54,1,243,2
60,28,148,73,1,33,5,31,1,233,2
47,85,23,0,115,54,17,6,1,137,2
47,42,6,42,34,9,2,44,2,112,2
37,71,0,61,162,57,1,35,1,162,2
49,3,13,72,15,18,3,14,2,166,2
16,33,117,63,17,5,14,4,6,10,0
44,21,155,13,94,43,12,0,2,82,2
59,4,150,63,43,46,16,0,1,261,2
41,63,145,4,111,21,25,6,11,20,2
4,19,118,120,9,0,27,20,3,39,0
38,28,25,85,88,16,2,10,1,274,2
40,36,20,76,167,0,24,54,2,103,2
54,6,162,17,118,16,24,1,2,118,2
0,40,17,62,76,39,16,58,1,197,2
12,18,105,83,18,16,18,22,1,283,2
41,41,18,45,60,46,6,53,1,139,2
49,67,145,40,163,7,26,4,1,292,2
47,47,6,103,120,14,19,58,1,264,2
0,8,93,116,167,26,0,0,45,5,2
54,66,15,9,47,27,1,3,1,76,1
26,7,14,9,160,0,29,52,1,295,2
47,31,87,93,39,42,0,46,1,273,2
51,52,74,11,109,37,9,58,2,127,2
47,74,29,20,114,55,27,51,2,116,2
40,9,14,69,140,28,0,3,1,205,2
0,34,91,111,0,59,9,47,2,108,2
11,58,85,45,147,7,0,14,1,184,2
39,32,154,16,114,3,12,54,3,31,1
32,24,165,115,42,52,3,26,1,238,2
19,33,87,73,0,14,10,30,1,238,1
48,31,36,1,156,45,24,54,3,36,1
57,11,179,72,119,5,0,54,1,268,2
59,38,110,78,105,43,17,15,3,90,2
6,21,162,47,52,50,20,58,2,107,2
31,57,38,0,179,23,5,4,1,244,2
37,31,28,31,69,53,22,1,3,75,2
37,37,83,111,165,42,13,25,31,2,1
29,65,159,82,162,43,30,22,1,255,2
27,84,88,59,52,16,8,39,3,83,2
22,76,84,0,144,37,14,26,13,22,2
60,84,127,75,39,41,14,41,3,87,2
41,18,0,15,78,17,12,4,6,46,2
19,22,154,25,121,37,6,1,2,146,2
28,88,131,78,45,57,15,44,19,14,2
29,41,55,93,172,60,3,56,1,124,2
24,20,1,35,180,52,12,46,1,279,2
0,73,67,78,180,7,20,56,1,218,2
32,18,113,73,162,26,25,21,1,140,2
7,67,98,53,32,16,25,56,1,191,2
32,25,180,110,167,40,26,57,2,154,2
5,67,62,101,49,42,18,14,1,149,2
11,55,122,86,47,30,9,58,1,274,2
6,8,74,107,168,15,19,57,1,192,2
7,49,70,98,127,1,19,43,1,197,2
36,59,28,92,37,23,29,33,2,99,2
11,32,137,104,42,22,21,38,1,183,2
48,44,89,117,102,22,5,56,1,112,1
14,73,148,23,147,4,11,9,1,205,2
31,20,42,111,5,42,19,39,6,42,2
54,83,156,120,81,53,13,28,3,92,2
2,23,176,16,87,28,2,37,17,7,1
15,83,25,0,168,9,11,12,6,10,0
8,62,161,74,125,56,10,19,1,191,2
29,65,126,49,34,29,10,47,2,106,2
53,42,1,81,111,33,15,33,14,19,2
35,0,85,46,27,37,8,59,5,18,1
22,74,43,75,147,10,2,5,16,9,2
48,73,166,14,20,54,14,12,1,269,2
14,13,22,94,46,48,17,53,1,185,2
55,62,151,13,127,51,5,9,1,142,2
16,90,2,81,22,13,6,35,18,5,0
38,7,14,29,35,8,16,53,1,231,2
60,31,160,15,64,45,21,0,1,76,1
38,1,39,23,53,25,0,13,13,14,2
48,51,18,49,159,45,25,1,1,277,2
54,43,7,37,108,9,12,29,3,96,2
59,90,107,19,64,59,10,40,1,290,2
22,4,94,54,7,50,17,10,1,226,2
45,58,73,0,74,6,3,21,1,203,2
42,32,39,89,11,58,18,50,3,56,2
12,76,61,95,93,60,0,48,2,168,2
3,54,77,83,83,39,24,11,2,55,1
58,13,163,107,38,22,3,44,4,36,2
42,62,174,34,172,20,5,32,6,41,2
15,72,149,59,85,7,23,57,1,14,1
12,7,13,23,39,11,14,20,1,40,0
23,32,132,34,121,48,20,50,1,102,1
47,44,26,43,0,31,11,13,5,51,2
47,0,35,20,113,22,0,40,2,158,2
9,66,155,113,8,9,8,34,8,28,2
10,36,92,24,107,50,26,18,3,95,2
19,0,7,120,175,19,21,52,2,76,2
12,47,0,0,150,14,13,17,2,112,2
13,19,11,80,156,13,3,27,1,255,1
35,55,158,87,168,20,22,11,8,19,2
52,56,133,13,165,39,0,8,2,121,2
51,77,21,99,4,53,28,13,1,193,2
9,35,155,56,33,38,25,48,2,108,2
45,2,99,10,20,42,23,17,5,15,1
13,46,104,88,72,36,0,11,2,18,0
19,82,10,34,21,5,6,23,1,168,2
31,0,149,23,65,56,30,31,1,291,2
40,20,27,48,143,0,0,9,1,238,2
20,47,3,111,21,47,1,6,7,41,2
25,58,4,41,34,25,16,41,3,68,2
11,68,120,97,166,19,2,52,9,17,2
0,16,46,26,180,56,26,12,1,233,2
44,77,140,45,11,42,21,31,1,283,2
54,86,118,30,95,0,10,0,1,85,1
36,12,147,45,80,20,23,34,7,24,2
37,10,177,111,33,20,30,59,1,183,2
42,60,29,102,126,49,11,0,13,22,2
0,40,0,38,85,18,9,20,2,125,1
35,23,116,68,88,33,11,28,1,164,2
22,90,11,102,9,57,24,56,1,85,1
1,54,180,68,83,20,13,56,2,137,2
44,8,170,85,47,56,10,47,3,98,2
36,88,118,31,73,43,7,57,3,69,2
24,49,70,21,140,53,20,22,1,250,2
54,36,69,73,70,51,23,26,4,75,2
44,19,98,61,120,0,23,29,1,201,2
58,68,128,58,107,36,18,52,2,71,2
15,65,151,83,56,46,10,55,1,300,2
44,80,149,95,172,23,7,53,1,176,2
44,10,133,27,142,60,16,30,1,109,1
8,58,172,24,90,17,30,56,2,130,2
6,58,11,90,169,9,29,8,1,269,2
40,2,23,56,58,6,11,9,2,129,2
50,74,153,89,46,44,0,0,3,82,2
46,49,2,77,180,37,15,40,1,285,2
0,0,140,42,4,52,24,51,3,82,2
57,0,1,41,43,33,18,15,1,202,2
50,58,30,56,170,3,19,32,2,144,2
36,27,10,32,164,37,30,48,1,268,2
57,3,81,76,112,33,6,3,1,296,2
59,86,1,104,106,8,16,0,1,148,2
2,69,151,63,121,41,6,18,1,227,2
19,1,34,25,92,58,0,30,3,41,2
47,22,12,116,174,38,2,42,1,282,2
20,56,144,35,118,2,12,57,1,82,1
15,20,59,41,104,48,27,21,1,272,2
21,12,86,0,120,53,7,33,1,237,2
14,0,100,39,109,0,2,38,1,154,2
19,23,23,116,60,59,22,19,1,259,2
25,54,85,20,35,10,7,24,6,39,2
13,87,74,86,129,7,29,32,1,187,2
60,63,146,72,20,38,6,0,1,274,2
58,61,42,41,171,57,13,1,6,33,2
3,38,55,1,79,14,26,24,1,187,2
58,66,60,114,21,34,22,16,23,13,2
7,46,121,27,14,19,21,59,1,156,2
49,9,14,120,110,56,13,42,5,45,2
22,70,154,11,7,24,0,47,8,18,2
33,56,180,102,19,50,15,45,4,49,2
30,39,130,7,31,50,4,53,38,7,2
32,29,70,105,74,6,9,13,1,300,1
55,72,44,13,155,12,0,22,2,90,2
17,67,176,33,123,2,2,52,1,295,2
12,88,158,48,22,4,4,12,3,99,2
37,10,36,88,34,15,27,54,1,227,2
0,1,33,39,172,8,28,9,6,43,2
37,78,145,38,133,50,0,21,2,160,2
60,2,46,114,180,0,18,42,2,33,1
26,78,104,55,97,44,0,40,3,81,2
57,62,33,53,81,26,25,46,2,135,2
36,89,0,3,111,47,23,0,1,105,1
13,78,5,24,116,39,2,0,1,232,2
45,71,155,112,70,40,14,0,5,37,2
59,71,157,109,170,10,11,18,1,209,2
30,57,125,20,24,43,18,18,1,171,2
0,0,13,81,54,23,0,18,2,102,1
60,18,19,86,127,28,24,3,1,102,1
11,38,165,29,176,12,7,17,1,271,2
11,65,88,20,86,44,29,60,14,3,1
60,46,72,77,68,18,8,60,1,264,2
12,89,100,28,79,8,23,28,2,167,2
39,20,0,28,168,37,16,50,1,254,2
50,85,107,29,45,0,26,17,1,92,1
6,81,40,101,46,10,17,9,9,13,0
26,4,0,6,18,14,22,16,10,14,2
55,90,70,73,114,60,0,56,1,267,2
41,38,40,11,102,35,17,44,1,181,2
31,88,13,35,69,17,28,9,4,57,2
13,23,180,49,9,53,9,38,1,189,2
16,2,12,35,148,1,0,5,1,71,0
24,63,16,22,140,21,17,6,2,103,2
8,73,180,67,172,10,29,26,3,79,2
57,23,86,1,56,41,2,9,1,117,1
57,90,40,80,79,15,27,55,1,126,2
17,62,32,9,83,13,4,22,1,266,2
0,76,46,18,121,0,17,45,4,52,2
37,86,161,21,41,47,5,33,1,265,2
0,13,138,69,53,5,11,48,3,88,2
48,25,110,89,113,42,23,57,1,274,2
2,77,99,102,19,24,0,1,22,10,2
46,6,134,20,54,38,28,34,2,92,2
16,41,155,57,162,39,18,56,3,73,2
40,0,180,66,24,10,28,40,1,205,2
22,87,11,0,124,60,30,51,1,155,2
28,57,119,113,30,10,9,55,2,132,2
48,26,96,73,153,49,21,54,3,63,2
45,52,177,82,51,28,24,58,1,199,2
37,15,154,34,74,6,18,29,1,235,2
58,49,8,104,99,1,17,11,1,168,2
52,28,15,119,23,8,14,24,2,118,2
39,33,163,79,80,2,1,36,3,81,2
40,0,14,21,61,29,16,13,2,126,2
1,8,179,28,5,59,14,59,2,70,2
0,0,93,107,34,59,0,60,12,14,2
51,0,169,25,173,60,19,45,1,286,2
6,26,180,20,151,11,18,57,1,299,2
12,64,56,115,24,16,11,3,4,68,2
25,79,105,45,105,20,27,0,1,247,2
37,55,24,21,88,27,6,52,1,65,1
23,0,142,29,130,5,3,20,12,22,2
7,0,0,105,151,43,12,0,1,236,2
23,6,0,105,67,49,15,14,2,165,2
55,67,104,54,80,32,12,30,2,42,1
52,9,79,36,106,33,23,15,1,124,2
13,7,113,70,173,20,29,24,1,257,2
45,67,5,101,76,28,20,43,1,224,2
59,41,140,21,76,50,13,54,4,63,2
5,80,28,10,99,53,21,16,1,135,2
2,43,50,29,124,32,27,60,2,171,2
9,44,20,7,8,21,30,17,1,200,2
32,9,145,42,146,7,5,51,12,23,2
43,55,140,82,59,50,1,59,1,188,2
28,80,0,7,78,30,28,53,2,136,2
34,75,177,10,109,11,17,18,1,278,2
37,37,152,82,166,27,18,12,1,83,1
0,7,126,57,80,44,7,48,1,198,2
55,56,36,96,168,28,27,30,1,195,2
0,6,102,64,95,27,17,0,1,258,2
22,29,151,93,23,0,7,35,1,266,2
13,6,18,38,116,13,20,22,1,162,2
19,58,0,101,50,12,16,47,1,190,2
34,27,16,41,106,26,11,50,1,252,2
13,64,34,112,35,22,26,5,4,48,2
58,84,71,43,85,44,9,42,3,40,1
49,42,138,0,84,53,21,5,1,146,2
46,52,180,119,97,52,5,59,6,36,2
25,0,36,114,38,50,28,33,1,226,2
53,87,0,84,8,52,18,21,8,13,1
18,10,88,40,137,28,2,9,2,90,2
6,9,107,72,78,51,29,40,1,268,2
25,3,37,1,88,58,28,48,3,95,2
48,89,165,7,12,0,29,28,1,232,2
50,47,141,82,167,0,11,11,1,90,1
50,89,93,102,139,56,20,23,2,141,2
25,54,48,49,89,12,21,14,1,230,2
2,80,42,80,175,40,25,39,1,92,1
29,36,142,12,18,14,17,50,2,131,2
28,86,75,120,4,41,3,48,1,71,1
55,90,175,108,144,29,22,3,7,44,2
57,16,79,81,68,19,22,7,1,89,1
23,80,54,80,5,57,20,36,1,99,1
14,64,54,87,30,56,14,0,1,232,2
2,75,41,29,69,37,15,42,2,144,2
15,63,23,38,92,12,28,4,1,278,2
14,48,86,118,14,9,23,13,15,18,2
45,90,105,33,24,22,10,44,2,119,2
3,17,91,28,30,48,30,55,1,220,2
42,31,29,43,121,3,22,28,9,29,2
60,0,10,84,35,52,23,16,1,265,2
44,83,56,111,17,17,11,56,1,171,2
36,56,114,84,55,21,13,6,12,23,2
43,32,136,43,33,4,2,17,2,112,2
54,88,161,31,154,12,5,20,5,59,2
38,15,123,91,121,46,26,53,1,213,2
56,12,174,39,52,52,17,31,1,296,2
58,23,140,18,121,25,3,30,1,239,2
26,72,180,81,178,17,20,46,1,107,1
16,73,162,5,164,36,29,43,1,206,2
48,33,63,47,30,60,4,32,7,19,2
14,85,102,78,30,25,26,36,2,137,2
50,31,11,15,53,18,29,59,2,141,2
6,66,62,9,180,18,13,55,1,221,2
10,5,94,114,49,10,28,37,2,148,2
2,45,5,115,112,9,27,29,1,239,2
51,87,82,72,100,11,8,0,39,5,2
55,63,83,46,138,30,3,14,1,293,2
17,47,130,35,25,29,12,24,1,238,2
45,77,159,12,78,56,18,34,4,47,2
40,85,103,116,15,37,1,60,1,44,1
37,30,17,115,133,8,20,24,1,224,2
51,48,101,55,19,32,9,10,3,83,2
11,67,170,120,8,51,1,45,1,274,2
26,5,79,23,29,42,14,40,1,253,2
27,4,139,81,136,51,4,43,2,158,2
26,6,147,27,98,0,21,29,1,273,2
0,61,11,22,114,28,24,10,1,299,2
0,41,99,15,171,8,15,19,1,275,1
59,44,25,6,0,6,5,2,1,206,2
43,90,49,119,121,54,30,55,5,14,2
50,39,85,37,40,5,0,0,5,43,2
35,5,180,118,75,32,26,9,1,211,2
54,24,136,27,10,3,5,4,1,136,2
36,67,82,75,34,23,26,13,2,175,2
25,59,81,26,77,32,2,29,3,99,2
45,46,74,101,75,26,14,15,1,256,2
40,18,0,120,54,35,25,58,3,69,2
42,27,89,28,121,34,14,51,2,107,2
35,55,60,92,132,7,16,50,1,121,2
48,56,164,39,157,10,13,19,1,130,2
60,66,147,0,71,4,12,20,1,170,2
7,0,157,84,134,33,17,14,1,223,2
29,88,172,73,179,45,30,39,1,291,2
22,47,17,0,95,23,3,25,1,255,2
17,51,161,65,88,6,13,59,5,52,2
13,65,91,93,7,0,15,38,16,14,2
39,22,41,38,11,60,29,10,1,260,2
25,41,80,112,94,0,26,58,1,128,2
36,7,64,120,140,36,15,0,1,247,2
18,0,125,120,15,2,4,2,4,50,2
21,33,31,56,118,0,8,52,1,234,2
0,74,134,85,31,14,2,34,2,136,2
6,60,9,105,22,28,8,34,1,107,1
38,87,5,109,132,17,8,55,1,196,2
43,69,97,56,21,38,19,41,1,245,2
22,72,106,41,1,17,24,15,2,92,2
36,76,43,120,153,49,9,22,1,161,2
43,7,82,99,18,36,21,55,4,79,2
2,25,20,94,73,29,22,50,1,257,2
29,36,121,57,180,50,17,0,1,197,2
21,10,148,84,89,14,26,31,3,56,2
60,51,114,57,82,34,18,5,1,140,2
22,58,77,20,58,40,15,0,1,172,2
21,71,105,9,79,39,30,14,2,117,2
53,1,147,12,157,13,22,24,1,239,2
22,9,12,119,20,59,8,40,1,139,2
58,57,23,23,79,14,20,48,1,263,2
12,88,48,16,110,8,14,52,1,197,2
45,90,158,52,75,39,24,49,1,219,2
17,20,157,13,76,52,10,0,5,45,2
48,42,116,116,58,51,26,53,4,38,2
34,86,161,113,135,4,22,36,4,62,2
42,19,78,0,31,50,9,54,1,207,2
58,90,180,120,102,38,23,38,2,110,2
40,33,163,60,106,32,27,51,1,199,2
19,27,114,23,90,0,29,7,20,10,2
9,31,101,67,111,23,29,58,1,120,1
25,71,111,15,99,12,0,56,19,9,2
33,80,72,23,97,14,10,20,1,186,2
54,1,112,113,76,56,10,23,1,236,2
0,25,27,8,122,50,3,29,2,138,2
6,59,34,1,0,44,6,47,2,110,2
16,46,179,104,178,14,21,6,2,114,2
1,48,70,16,116,56,17,59,1,270,2
28,48,161,102,129,25,20,0,1,162,2
43,43,166,25,20,32,24,7,1,177,2
51,31,158,25,39,48,16,39,1,137,2
24,84,101,5,42,60,11,37,9,29,2
16,76,148,35,100,38,27,19,2,85,2
50,67,49,65,169,25,21,28,1,59,1
11,50,136,112,175,24,18,19,1,81,1
5,42,123,71,136,60,17,19,1,243,2
49,41,107,110,76,27,17,25,17,16,2
30,10,114,24,26,54,2,49,2,91,2
43,40,123,65,83,39,14,12,2,119,2
22,15,94,98,145,56,9,23,1,228,2
54,39,84,80,7,46,6,18,1,175,2
53,5,170,46,55,1,15,33,8,35,2
8,80,178,33,173,28,17,5,2,169,2
29,59,69,73,105,16,22,26,11,22,2
7,63,25,7,0,31,22,13,1,195,2
2,47,72,105,159,60,2,0,2,150,2
18,0,113,58,20,7,10,29,2,169,2
31,15,130,8,81,42,8,40,1,135,2
52,83,145,91,180,53,24,54,8,32,2
43,45,104,0,113,56,7,0,1,182,2
60,57,89,0,119,10,29,23,1,273,2
45,77,95,49,11,59,3,58,1,231,2
48,73,31,33,73,31,3,0,2,102,2
46,51,136,116,101,15,7,57,2,85,2
17,13,165,23,74,7,2,50,3,102,2
0,87,171,68,45,55,12,32,3,58,2
21,33,72,86,0,0,22,50,4,32,2
2,72,7,86,0,11,12,35,1,299,2
28,0,125,13,13,16,10,38,3,71,2
16,32,11,83,45,8,4,41,1,129,2
23,38,59,5,15,15,22,28,1,291,2
14,84,0,23,7,20,12,23,71,4,2
33,65,156,0,19,21,17,58,2,139,2
48,66,160,1,98,21,27,4,4,50,2
16,86,107,103,18,56,20,21,3,102,2
47,54,7,71,138,9,12,30,1,282,2
46,85,1,59,30,10,25,43,4,46,2
20,18,68,116,124,16,30,53,1,163,2
60,46,14,78,133,3,27,33,1,288,2
51,22,0,50,143,34,29,16,1,6,1
49,41,121,60,131,54,3,12,2,144,2
43,12,107,85,16,5,16,42,5,35,2
1,2,23,61,53,4,10,42,2,157,2
19,33,156,41,81,34,6,54,1,216,2
3,74,156,43,32,23,8,35,2,85,2
43,74,155,80,157,39,22,1,1,263,2
35,48,129,47,153,17,24,34,6,47,2
27,77,144,105,54,6,5,30,2,113,2
28,75,180,19,128,38,5,4,1,227,2
48,5,93,101,98,19,16,2,1,145,2
56,8,105,119,64,36,12,11,1,167,2
32,25,75,67,130,6,17,32,1,284,1
22,18,143,95,68,37,20,30,1,286,2
46,2,135,21,65,28,7,22,1,207,2
7,77,109,37,0,6,4,40,2,119,2
45,34,126,68,122,34,29,11,1,194,2
18,0,42,118,45,7,30,57,1,128,2
33,12,77,31,83,30,16,6,1,146,2
60,84,114,67,166,4,4,55,2,78,2
40,34,60,98,125,37,18,49,1,206,2
27,0,64,101,147,30,12,10,1,246,2
11,43,24,48,36,40,9,47,1,77,1
52,0,150,76,5,8,20,50,3,79,2
41,28,45,26,50,36,23,27,7,35,2
10,74,0,54,162,34,24,5,5,54,2
60,8,27,45,82,54,17,52,1,121,2
52,88,51,1,147,17,19,5,1,292,2
41,42,16,72,44,0,8,33,1,194,2
10,3,9,17,161,20,5,55,1,195,2
47,34,156,109,131,14,14,17,2,83,2
49,47,5,22,135,52,9,20,1,279,2
28,16,82,45,84,60,14,10,18,11,2
28,20,8,86,160,41,12,53,15,6,1
15,38,86,117,140,18,5,19,2,75,1
0,59,54,5,176,4,2,2,1,300,2
34,8,180,90,119,28,23,42,17,14,2
33,21,108,32,109,52,30,30,87,2,2
45,85,104,13,133,7,27,26,1,231,2
48,11,123,32,152,40,12,8,5,46,2
58,54,15,87,24,17,23,60,1,294,2
8,15,94,54,67,18,0,60,1,219,2
54,26,131,26,86,53,19,54,1,275,2
2,54,170,78,66,6,1,23,1,250,2
33,33,79,75,93,40,7,47,2,113,2
32,28,57,65,66,51,30,55,4,70,2
0,48,146,45,180,18,17,25,2,174,2
14,90,32,69,159,47,21,30,1,180,2
14,90,82,70,33,51,19,51,1,67,1
26,17,20,75,13,29,1,29,1,163,2
47,12,175,101,0,27,20,29,7,35,2
1,1,145,78,164,38,28,6,1,285,2
54,30,26,0,139,11,25,35,1,208,2
11,63,92,110,174,0,9,26,1,198,2
31,37,176,20,113,41,13,0,1,137,2
5,60,16,21,107,1,19,44,1,206,2
31,21,111,78,100,51,11,28,1,64,1
47,44,114,102,48,49,13,23,2,107,2
50,18,102,41,109,26,1,37,2,157,2
3,0,65,68,92,4,10,31,1,199,1
44,40,100,26,111,22,25,11,1,233,2
12,80,180,120,16,46,30,15,1,239,2
56,26,67,120,87,40,10,10,8,24,2
50,43,105,5,34,21,20,0,1,267,2
40,1,160,120,172,60,20,57,1,180,2
11,0,169,65,163,34,10,30,9,19,2
39,6,123,88,12,46,9,36,2,109,2
27,90,160,118,127,24,18,51,277,1,2
31,5,99,44,40,40,27,53,1,169,2
10,82,137,15,97,27,30,52,1,153,2
22,7,51,97,100,4,20,26,8,35,2
20,0,107,21,41,0,16,32,1,229,2
44,43,149,45,123,25,28,37,1,181,2
35,44,176,76,126,1,28,40,5,31,2
11,89,174,29,3,47,6,47,1,124,2
